"month","year","model","scenario","mean","precipf","Management","diff","Date","pcent.diff"
1,2017,"ACCESS1-0","rcp45",52.1318670493201,52.131865255069,"Gap",1.79425112634135e-06,2017-01-15,3.44175508093514e-06
1,2017,"ACCESS1-0","rcp45",52.1318670493201,52.131865255069,"None",1.79425112634135e-06,2017-01-15,3.44175508093514e-06
1,2017,"ACCESS1-0","rcp45",52.1318670493201,52.131865255069,"Shelter",1.79425112634135e-06,2017-01-15,3.44175508093514e-06
1,2017,"ACCESS1-0","rcp45",52.1318670493201,52.131865255069,"Under",1.79425112634135e-06,2017-01-15,3.44175508093514e-06
1,2018,"ACCESS1-0","rcp45",52.2907346363354,52.2907308186404,"Under",3.81769501700546e-06,2018-01-15,7.30090201628286e-06
1,2018,"ACCESS1-0","rcp45",52.2907346363354,52.2907308186404,"Gap",3.81769501700546e-06,2018-01-15,7.30090201628286e-06
1,2018,"ACCESS1-0","rcp45",52.2907346363354,52.2907308186404,"Shelter",3.81769501700546e-06,2018-01-15,7.30090201628286e-06
1,2018,"ACCESS1-0","rcp45",52.2907346363354,52.2907308186404,"None",3.81769501700546e-06,2018-01-15,7.30090201628286e-06
1,2019,"ACCESS1-0","rcp45",75.2376366552198,75.2376405580435,"Shelter",-3.90282372109141e-06,2019-01-15,-5.18732869991823e-06
1,2019,"ACCESS1-0","rcp45",75.2376366552198,75.2376405580435,"None",-3.90282372109141e-06,2019-01-15,-5.18732869991823e-06
1,2019,"ACCESS1-0","rcp45",75.2376366552198,75.2376405580435,"Gap",-3.90282372109141e-06,2019-01-15,-5.18732869991823e-06
1,2019,"ACCESS1-0","rcp45",75.2376366552198,75.2376405580435,"Under",-3.90282372109141e-06,2019-01-15,-5.18732869991823e-06
1,2020,"ACCESS1-0","rcp45",54.671295346634,54.6712928975467,"None",2.44908731872329e-06,2020-01-15,4.4796586884388e-06
1,2020,"ACCESS1-0","rcp45",54.671295346634,54.6712928975467,"Gap",2.44908731872329e-06,2020-01-15,4.4796586884388e-06
1,2020,"ACCESS1-0","rcp45",54.671295346634,54.6712928975467,"Under",2.44908731872329e-06,2020-01-15,4.4796586884388e-06
1,2020,"ACCESS1-0","rcp45",54.671295346634,54.6712928975467,"Shelter",2.44908731872329e-06,2020-01-15,4.4796586884388e-06
1,2021,"ACCESS1-0","rcp45",51.1161440939759,51.1161448666826,"None",-7.72706719942562e-07,2021-01-15,-1.51166861250829e-06
1,2021,"ACCESS1-0","rcp45",51.1161440939759,51.1161448666826,"Shelter",-7.72706719942562e-07,2021-01-15,-1.51166861250829e-06
1,2021,"ACCESS1-0","rcp45",51.1161440939759,51.1161448666826,"Under",-7.72706719942562e-07,2021-01-15,-1.51166861250829e-06
1,2021,"ACCESS1-0","rcp45",51.1161440939759,51.1161448666826,"Gap",-7.72706719942562e-07,2021-01-15,-1.51166861250829e-06
1,2022,"ACCESS1-0","rcp45",35.8142114760994,35.8142140757991,"Gap",-2.59969966975859e-06,2022-01-15,-7.25884885532935e-06
1,2022,"ACCESS1-0","rcp45",35.8142114760994,35.8142140757991,"None",-2.59969966975859e-06,2022-01-15,-7.25884885532935e-06
1,2022,"ACCESS1-0","rcp45",35.8142114760994,35.8142140757991,"Under",-2.59969966975859e-06,2022-01-15,-7.25884885532935e-06
1,2022,"ACCESS1-0","rcp45",35.8142114760994,35.8142140757991,"Shelter",-2.59969966975859e-06,2022-01-15,-7.25884885532935e-06
1,2023,"ACCESS1-0","rcp45",108.289605640312,108.289594750386,"Gap",1.08899255479855e-05,2023-01-15,1.0056299104555e-05
1,2023,"ACCESS1-0","rcp45",108.289605640312,108.289594750386,"Shelter",1.08899255479855e-05,2023-01-15,1.0056299104555e-05
1,2023,"ACCESS1-0","rcp45",108.289605640312,108.289594750386,"Under",1.08899255479855e-05,2023-01-15,1.0056299104555e-05
1,2023,"ACCESS1-0","rcp45",108.289605640312,108.289594750386,"None",1.08899255479855e-05,2023-01-15,1.0056299104555e-05
1,2024,"ACCESS1-0","rcp45",65.0268047720601,65.0268010329455,"Gap",3.73911463213972e-06,2024-01-15,5.75011314118967e-06
1,2024,"ACCESS1-0","rcp45",65.0268047720601,65.0268010329455,"None",3.73911463213972e-06,2024-01-15,5.75011314118967e-06
1,2024,"ACCESS1-0","rcp45",65.0268047720601,65.0268010329455,"Shelter",3.73911463213972e-06,2024-01-15,5.75011314118967e-06
1,2024,"ACCESS1-0","rcp45",65.0268047720601,65.0268010329455,"Under",3.73911463213972e-06,2024-01-15,5.75011314118967e-06
1,2025,"ACCESS1-0","rcp45",72.8404004432377,72.8404016874265,"None",-1.24418879465793e-06,2025-01-15,-1.7081026038035e-06
1,2025,"ACCESS1-0","rcp45",72.8404004432377,72.8404016874265,"Gap",-1.24418879465793e-06,2025-01-15,-1.7081026038035e-06
1,2025,"ACCESS1-0","rcp45",72.8404004432377,72.8404016874265,"Under",-1.24418879465793e-06,2025-01-15,-1.7081026038035e-06
1,2025,"ACCESS1-0","rcp45",72.8404004432377,72.8404016874265,"Shelter",-1.24418879465793e-06,2025-01-15,-1.7081026038035e-06
1,2026,"ACCESS1-0","rcp45",74.6134768734919,74.6134764282033,"None",4.45288563355462e-07,2026-01-15,5.96793747753566e-07
1,2026,"ACCESS1-0","rcp45",74.6134768734919,74.6134764282033,"Under",4.45288563355462e-07,2026-01-15,5.96793747753566e-07
1,2026,"ACCESS1-0","rcp45",74.6134768734919,74.6134764282033,"Gap",4.45288563355462e-07,2026-01-15,5.96793747753566e-07
1,2026,"ACCESS1-0","rcp45",74.6134768734919,74.6134764282033,"Shelter",4.45288563355462e-07,2026-01-15,5.96793747753566e-07
1,2027,"ACCESS1-0","rcp45",8.52449097437784,8.52449092199095,"Shelter",5.23868894930501e-08,2027-01-15,6.1454565880581e-07
1,2027,"ACCESS1-0","rcp45",8.52449097437784,8.52449092199095,"None",5.23868894930501e-08,2027-01-15,6.1454565880581e-07
1,2027,"ACCESS1-0","rcp45",8.52449097437784,8.52449092199095,"Under",5.23868894930501e-08,2027-01-15,6.1454565880581e-07
1,2027,"ACCESS1-0","rcp45",8.52449097437784,8.52449092199095,"Gap",5.23868894930501e-08,2027-01-15,6.1454565880581e-07
1,2028,"ACCESS1-0","rcp45",57.3376388463657,57.3376356507652,"Gap",3.19560053441137e-06,2028-01-15,5.57330364081565e-06
1,2028,"ACCESS1-0","rcp45",57.3376388463657,57.3376356507652,"None",3.19560053441137e-06,2028-01-15,5.57330364081565e-06
1,2028,"ACCESS1-0","rcp45",57.3376388463657,57.3376356507652,"Under",3.19560053441137e-06,2028-01-15,5.57330364081565e-06
1,2028,"ACCESS1-0","rcp45",57.3376388463657,57.3376356507652,"Shelter",3.19560053441137e-06,2028-01-15,5.57330364081565e-06
1,2029,"ACCESS1-0","rcp45",97.9190690864925,97.9190760408528,"None",-6.95436025921481e-06,2029-01-15,-7.10215061205943e-06
1,2029,"ACCESS1-0","rcp45",97.9190690864925,97.9190760408528,"Gap",-6.95436025921481e-06,2029-01-15,-7.10215061205943e-06
1,2029,"ACCESS1-0","rcp45",97.9190690864925,97.9190760408528,"Shelter",-6.95436025921481e-06,2029-01-15,-7.10215061205943e-06
1,2029,"ACCESS1-0","rcp45",97.9190690864925,97.9190760408528,"Under",-6.95436025921481e-06,2029-01-15,-7.10215061205943e-06
1,2030,"ACCESS1-0","rcp45",52.2375739936251,52.2375726315659,"None",1.36205921563715e-06,2030-01-15,2.60743204805181e-06
1,2030,"ACCESS1-0","rcp45",52.2375739936251,52.2375726315659,"Shelter",1.36205921563715e-06,2030-01-15,2.60743204805181e-06
1,2030,"ACCESS1-0","rcp45",52.2375739936251,52.2375726315659,"Under",1.36205921563715e-06,2030-01-15,2.60743204805181e-06
1,2030,"ACCESS1-0","rcp45",52.2375739936251,52.2375726315659,"Gap",1.36205921563715e-06,2030-01-15,2.60743204805181e-06
1,2031,"ACCESS1-0","rcp45",53.4524024711573,53.4524011483882,"Under",1.32276906583684e-06,2031-01-15,2.47466724889733e-06
1,2031,"ACCESS1-0","rcp45",53.4524024711573,53.4524011483882,"Shelter",1.32276906583684e-06,2031-01-15,2.47466724889733e-06
1,2031,"ACCESS1-0","rcp45",53.4524024711573,53.4524011483882,"Gap",1.32276906583684e-06,2031-01-15,2.47466724889733e-06
1,2031,"ACCESS1-0","rcp45",53.4524024711573,53.4524011483882,"None",1.32276906583684e-06,2031-01-15,2.47466724889733e-06
1,2032,"ACCESS1-0","rcp45",105.088683945723,105.088693345897,"None",-9.40017353912026e-06,2032-01-15,-8.94499040393626e-06
1,2032,"ACCESS1-0","rcp45",105.088683945723,105.088693345897,"Shelter",-9.40017353912026e-06,2032-01-15,-8.94499040393626e-06
1,2032,"ACCESS1-0","rcp45",105.088683945723,105.088693345897,"Under",-9.40017353912026e-06,2032-01-15,-8.94499040393626e-06
1,2032,"ACCESS1-0","rcp45",105.088683945723,105.088693345897,"Gap",-9.40017353912026e-06,2032-01-15,-8.94499040393626e-06
1,2033,"ACCESS1-0","rcp45",43.4515408247535,43.4515488857869,"None",-8.06103341233211e-06,2033-01-15,-1.85517746054131e-05
1,2033,"ACCESS1-0","rcp45",43.4515408247535,43.4515488857869,"Shelter",-8.06103341233211e-06,2033-01-15,-1.85517746054131e-05
1,2033,"ACCESS1-0","rcp45",43.4515408247535,43.4515488857869,"Gap",-8.06103341233211e-06,2033-01-15,-1.85517746054131e-05
1,2033,"ACCESS1-0","rcp45",43.4515408247535,43.4515488857869,"Under",-8.06103341233211e-06,2033-01-15,-1.85517746054131e-05
1,2034,"ACCESS1-0","rcp45",69.6723838642356,69.672381284181,"Under",2.58005459841115e-06,2034-01-15,3.7031238964147e-06
1,2034,"ACCESS1-0","rcp45",69.6723838642356,69.672381284181,"Gap",2.58005459841115e-06,2034-01-15,3.7031238964147e-06
1,2034,"ACCESS1-0","rcp45",69.6723838642356,69.672381284181,"Shelter",2.58005459841115e-06,2034-01-15,3.7031238964147e-06
1,2034,"ACCESS1-0","rcp45",69.6723838642356,69.672381284181,"None",2.58005459841115e-06,2034-01-15,3.7031238964147e-06
1,2035,"ACCESS1-0","rcp45",35.5131194613932,35.5131183285266,"None",1.13286661473921e-06,2035-01-15,3.18999475723558e-06
1,2035,"ACCESS1-0","rcp45",35.5131194613932,35.5131183285266,"Gap",1.13286661473921e-06,2035-01-15,3.18999475723558e-06
1,2035,"ACCESS1-0","rcp45",35.5131194613932,35.5131183285266,"Under",1.13286661473921e-06,2035-01-15,3.18999475723558e-06
1,2035,"ACCESS1-0","rcp45",35.5131194613932,35.5131183285266,"Shelter",1.13286661473921e-06,2035-01-15,3.18999475723558e-06
1,2036,"ACCESS1-0","rcp45",48.9404626358009,48.9404593419749,"None",3.29382604746797e-06,2036-01-15,6.73027202857668e-06
1,2036,"ACCESS1-0","rcp45",48.9404626358009,48.9404593419749,"Shelter",3.29382604746797e-06,2036-01-15,6.73027202857668e-06
1,2036,"ACCESS1-0","rcp45",48.9404626358009,48.9404593419749,"Under",3.29382604746797e-06,2036-01-15,6.73027202857668e-06
1,2036,"ACCESS1-0","rcp45",48.9404626358009,48.9404593419749,"Gap",3.29382604746797e-06,2036-01-15,6.73027202857668e-06
1,2037,"ACCESS1-0","rcp45",70.9711902760318,70.9711930132471,"Shelter",-2.73721526866666e-06,2037-01-15,-3.85679760350754e-06
1,2037,"ACCESS1-0","rcp45",70.9711902760318,70.9711930132471,"Under",-2.73721526866666e-06,2037-01-15,-3.85679760350754e-06
1,2037,"ACCESS1-0","rcp45",70.9711902760318,70.9711930132471,"None",-2.73721526866666e-06,2037-01-15,-3.85679760350754e-06
1,2037,"ACCESS1-0","rcp45",70.9711902760318,70.9711930132471,"Gap",-2.73721526866666e-06,2037-01-15,-3.85679760350754e-06
1,2038,"ACCESS1-0","rcp45",57.054588891333,57.0545832859352,"None",5.60539777438862e-06,2038-01-15,9.82462311505117e-06
1,2038,"ACCESS1-0","rcp45",57.054588891333,57.0545832859352,"Gap",5.60539777438862e-06,2038-01-15,9.82462311505117e-06
1,2038,"ACCESS1-0","rcp45",57.054588891333,57.0545832859352,"Under",5.60539777438862e-06,2038-01-15,9.82462311505117e-06
1,2038,"ACCESS1-0","rcp45",57.054588891333,57.0545832859352,"Shelter",5.60539777438862e-06,2038-01-15,9.82462311505117e-06
1,2039,"ACCESS1-0","rcp45",59.6769501877134,59.6769466646947,"Under",3.52301866257676e-06,2039-01-15,5.90348343543212e-06
1,2039,"ACCESS1-0","rcp45",59.6769501877134,59.6769466646947,"None",3.52301866257676e-06,2039-01-15,5.90348343543212e-06
1,2039,"ACCESS1-0","rcp45",59.6769501877134,59.6769466646947,"Shelter",3.52301866257676e-06,2039-01-15,5.90348343543212e-06
1,2039,"ACCESS1-0","rcp45",59.6769501877134,59.6769466646947,"Gap",3.52301866257676e-06,2039-01-15,5.90348343543212e-06
1,2040,"ACCESS1-0","rcp45",60.8299851795891,60.8299838437233,"None",1.33586583928036e-06,2040-01-15,2.19606475226897e-06
1,2040,"ACCESS1-0","rcp45",60.8299851795891,60.8299838437233,"Under",1.33586583928036e-06,2040-01-15,2.19606475226897e-06
1,2040,"ACCESS1-0","rcp45",60.8299851795891,60.8299838437233,"Gap",1.33586583928036e-06,2040-01-15,2.19606475226897e-06
1,2040,"ACCESS1-0","rcp45",60.8299851795891,60.8299838437233,"Shelter",1.33586583928036e-06,2040-01-15,2.19606475226897e-06
1,2041,"ACCESS1-0","rcp45",51.6256859795248,51.6256907663774,"Gap",-4.78685257832012e-06,2041-01-15,-9.27222959523633e-06
1,2041,"ACCESS1-0","rcp45",51.6256859795248,51.6256907663774,"Under",-4.78685257832012e-06,2041-01-15,-9.27222959523633e-06
1,2041,"ACCESS1-0","rcp45",51.6256859795248,51.6256907663774,"None",-4.78685257832012e-06,2041-01-15,-9.27222959523633e-06
1,2041,"ACCESS1-0","rcp45",51.6256859795248,51.6256907663774,"Shelter",-4.78685257832012e-06,2041-01-15,-9.27222959523633e-06
1,2042,"ACCESS1-0","rcp45",45.3470049527823,45.3470029227901,"Shelter",2.02999220277889e-06,2042-01-15,4.47657413360503e-06
1,2042,"ACCESS1-0","rcp45",45.3470049527823,45.3470029227901,"None",2.02999220277889e-06,2042-01-15,4.47657413360503e-06
1,2042,"ACCESS1-0","rcp45",45.3470049527823,45.3470029227901,"Under",2.02999220277889e-06,2042-01-15,4.47657413360503e-06
1,2042,"ACCESS1-0","rcp45",45.3470049527823,45.3470029227901,"Gap",2.02999220277889e-06,2042-01-15,4.47657413360503e-06
1,2043,"ACCESS1-0","rcp45",5.82309504970909,5.82309426390566,"Shelter",7.85803424996345e-07,2043-01-15,1.3494602524311e-05
1,2043,"ACCESS1-0","rcp45",5.82309504970909,5.82309426390566,"None",7.85803424996345e-07,2043-01-15,1.3494602524311e-05
1,2043,"ACCESS1-0","rcp45",5.82309504970909,5.82309426390566,"Under",7.85803424996345e-07,2043-01-15,1.3494602524311e-05
1,2043,"ACCESS1-0","rcp45",5.82309504970909,5.82309426390566,"Gap",7.85803424996345e-07,2043-01-15,1.3494602524311e-05
1,2044,"ACCESS1-0","rcp45",47.1955752054555,47.1955738845281,"None",1.32092738880374e-06,2044-01-15,2.79883742848597e-06
1,2044,"ACCESS1-0","rcp45",47.1955752054555,47.1955738845281,"Under",1.32092738880374e-06,2044-01-15,2.79883742848597e-06
1,2044,"ACCESS1-0","rcp45",47.1955752054555,47.1955738845281,"Shelter",1.32092738880374e-06,2044-01-15,2.79883742848597e-06
1,2044,"ACCESS1-0","rcp45",47.1955752054555,47.1955738845281,"Gap",1.32092738880374e-06,2044-01-15,2.79883742848597e-06
1,2045,"ACCESS1-0","rcp45",123.663618938735,123.663608939387,"Gap",9.99934843548544e-06,2045-01-15,8.08592641732275e-06
1,2045,"ACCESS1-0","rcp45",123.663618938735,123.663608939387,"None",9.99934843548544e-06,2045-01-15,8.08592641732275e-06
1,2045,"ACCESS1-0","rcp45",123.663618938735,123.663608939387,"Shelter",9.99934843548544e-06,2045-01-15,8.08592641732275e-06
1,2045,"ACCESS1-0","rcp45",123.663618938735,123.663608939387,"Under",9.99934843548544e-06,2045-01-15,8.08592641732275e-06
1,2046,"ACCESS1-0","rcp45",50.4127281004912,50.4127184743993,"Gap",9.62609194488095e-06,2046-01-15,1.90945702582823e-05
1,2046,"ACCESS1-0","rcp45",50.4127281004912,50.4127184743993,"Shelter",9.62609194488095e-06,2046-01-15,1.90945702582823e-05
1,2046,"ACCESS1-0","rcp45",50.4127281004912,50.4127184743993,"Under",9.62609194488095e-06,2046-01-15,1.90945702582823e-05
1,2046,"ACCESS1-0","rcp45",50.4127281004912,50.4127184743993,"None",9.62609194488095e-06,2046-01-15,1.90945702582823e-05
1,2047,"ACCESS1-0","rcp45",50.7338863913901,50.7338892202824,"Gap",-2.82889227065652e-06,2047-01-15,-5.57594206362921e-06
1,2047,"ACCESS1-0","rcp45",50.7338863913901,50.7338892202824,"None",-2.82889227065652e-06,2047-01-15,-5.57594206362921e-06
1,2047,"ACCESS1-0","rcp45",50.7338863913901,50.7338892202824,"Under",-2.82889227065652e-06,2047-01-15,-5.57594206362921e-06
1,2047,"ACCESS1-0","rcp45",50.7338863913901,50.7338892202824,"Shelter",-2.82889227065652e-06,2047-01-15,-5.57594206362921e-06
1,2048,"ACCESS1-0","rcp45",37.5840579465148,37.5840586930281,"Under",-7.46513300953211e-07,2048-01-15,-1.98624983127615e-06
1,2048,"ACCESS1-0","rcp45",37.5840579465148,37.5840586930281,"Gap",-7.46513300953211e-07,2048-01-15,-1.98624983127615e-06
1,2048,"ACCESS1-0","rcp45",37.5840579465148,37.5840586930281,"None",-7.46513300953211e-07,2048-01-15,-1.98624983127615e-06
1,2048,"ACCESS1-0","rcp45",37.5840579465148,37.5840586930281,"Shelter",-7.46513300953211e-07,2048-01-15,-1.98624983127615e-06
1,2049,"ACCESS1-0","rcp45",47.2175106217037,47.5861898506992,"Shelter",-0.368679228995518,2049-01-15,-0.774760976140854
1,2049,"ACCESS1-0","rcp45",47.2175106217037,47.5861898506992,"Gap",-0.368679228995518,2049-01-15,-0.774760976140854
1,2049,"ACCESS1-0","rcp45",47.2175106217037,47.5861898506992,"None",-0.368679228995518,2049-01-15,-0.774760976140854
1,2049,"ACCESS1-0","rcp45",47.2175106217037,47.5861898506992,"Under",-0.368679228995518,2049-01-15,-0.774760976140854
1,2050,"ACCESS1-0","rcp45",67.101579195878,67.1015780826565,"Shelter",1.11322148654835e-06,2050-01-15,1.6590093965263e-06
1,2050,"ACCESS1-0","rcp45",67.101579195878,67.1015780826565,"Under",1.11322148654835e-06,2050-01-15,1.6590093965263e-06
1,2050,"ACCESS1-0","rcp45",67.101579195878,67.1015780826565,"Gap",1.11322148654835e-06,2050-01-15,1.6590093965263e-06
1,2050,"ACCESS1-0","rcp45",67.101579195878,67.1015780826565,"None",1.11322148654835e-06,2050-01-15,1.6590093965263e-06
1,2051,"ACCESS1-0","rcp45",30.6667324563023,30.6667344993912,"None",-2.04308893358984e-06,2051-01-15,-6.66223178846792e-06
1,2051,"ACCESS1-0","rcp45",30.6667324563023,30.6667344993912,"Under",-2.04308893358984e-06,2051-01-15,-6.66223178846792e-06
1,2051,"ACCESS1-0","rcp45",30.6667324563023,30.6667344993912,"Shelter",-2.04308893358984e-06,2051-01-15,-6.66223178846792e-06
1,2051,"ACCESS1-0","rcp45",30.6667324563023,30.6667344993912,"Gap",-2.04308893358984e-06,2051-01-15,-6.66223178846792e-06
1,2052,"ACCESS1-0","rcp45",56.0376919816917,56.0376936220564,"None",-1.64036466543394e-06,2052-01-15,-2.92725228501212e-06
1,2052,"ACCESS1-0","rcp45",56.0376919816917,56.0376936220564,"Gap",-1.64036466543394e-06,2052-01-15,-2.92725228501212e-06
1,2052,"ACCESS1-0","rcp45",56.0376919816917,56.0376936220564,"Shelter",-1.64036466543394e-06,2052-01-15,-2.92725228501212e-06
1,2052,"ACCESS1-0","rcp45",56.0376919816917,56.0376936220564,"Under",-1.64036466543394e-06,2052-01-15,-2.92725228501212e-06
1,2053,"ACCESS1-0","rcp45",107.283978713531,107.283988595009,"None",-9.88147824898533e-06,2053-01-15,-9.21058060932012e-06
1,2053,"ACCESS1-0","rcp45",107.283978713531,107.283988595009,"Gap",-9.88147824898533e-06,2053-01-15,-9.21058060932012e-06
1,2053,"ACCESS1-0","rcp45",107.283978713531,107.283988595009,"Shelter",-9.88147824898533e-06,2053-01-15,-9.21058060932012e-06
1,2053,"ACCESS1-0","rcp45",107.283978713531,107.283988595009,"Under",-9.88147824898533e-06,2053-01-15,-9.21058060932012e-06
1,2054,"ACCESS1-0","rcp45",1.71270926948637,1.71270937098598,"None",-1.0149961360284e-07,2054-01-15,-5.92626019368936e-06
1,2054,"ACCESS1-0","rcp45",1.71270926948637,1.71270937098598,"Shelter",-1.0149961360284e-07,2054-01-15,-5.92626019368936e-06
1,2054,"ACCESS1-0","rcp45",1.71270926948637,1.71270937098598,"Gap",-1.0149961360284e-07,2054-01-15,-5.92626019368936e-06
1,2054,"ACCESS1-0","rcp45",1.71270926948637,1.71270937098598,"Under",-1.0149961360284e-07,2054-01-15,-5.92626019368936e-06
1,2055,"ACCESS1-0","rcp45",38.7720958843147,38.7720986211207,"None",-2.73680601736714e-06,2055-01-15,-7.05869972472684e-06
1,2055,"ACCESS1-0","rcp45",38.7720958843147,38.7720986211207,"Under",-2.73680601736714e-06,2055-01-15,-7.05869972472684e-06
1,2055,"ACCESS1-0","rcp45",38.7720958843147,38.7720986211207,"Gap",-2.73680601736714e-06,2055-01-15,-7.05869972472684e-06
1,2055,"ACCESS1-0","rcp45",38.7720958843147,38.7720986211207,"Shelter",-2.73680601736714e-06,2055-01-15,-7.05869972472684e-06
1,2056,"ACCESS1-0","rcp45",39.3347231060034,39.3347174482187,"Shelter",5.65778466921074e-06,2056-01-15,1.43836921484564e-05
1,2056,"ACCESS1-0","rcp45",39.3347231060034,39.3347174482187,"None",5.65778466921074e-06,2056-01-15,1.43836921484564e-05
1,2056,"ACCESS1-0","rcp45",39.3347231060034,39.3347174482187,"Gap",5.65778466921074e-06,2056-01-15,1.43836921484564e-05
